AmplitudeBandWidth;AmplitudeMean;NumberOverload;NumberUnderloads;StabilizationTime
1.418;0.62;0;0;3245
0.172;0.082;0;0;4961
0.393;0.182;0;0;4930
0.405;0.168;0;0;4946
0.443;0.208;0;0;4977
0.194;0.124;0;0;4915
0.137;0.096;0;0;6506
0.496;0.252;0;0;3386
0.148;0.074;0;0;3214
4.883;2.136;0;0;4852
0.341;0.21;0;0;3245
1.516;0.884;0;0;4961
0.273;0.156;0;0;3245
0.257;0.364;0;0;3011
5.521;2.444;0;0;4883
0.094;0.074;0;0;5804
0.133;0.096;0;0;6802
0.199;0.13;0;0;3261
0.628;0.348;0;0;3245
0.228;0.104;0;0;4681
0.441;0.268;0;0;4852
0.309;0.186;0;0;4883
0.425;0.212;0;0;4930
0.307;0.18;0;0;4993
0.236;0.144;0;0;4821
0.472;0.27;0;0;4915
0.463;0.204;0;0;4993
0.53;0.21;0;0;3214
0.482;0.196;0;0;4915
0.494;0.222;0;0;4681
0.418;0.246;0;0;4930
0.514;0.208;0;0;4899
0.317;0.192;0;0;3199
0.114;0.058;0;0;3386
0.454;0.216;0;0;3386
0.174;0.092;0;0;4088
0.886;0.42;0;0;4930
0.616;0.25;0;0;3292
0.11;0.072;0;0;4946
0.304;0.178;0;0;4681
0.463;0.28;0;0;4961
0.329;0.186;0;0;3136
0.331;0.158;0;0;4977
0.241;0.146;0;0;3214
0.286;0.12;0;0;3370
0.27;0.112;0;0;4961
0.41;0.178;0;0;4977
0.523;0.21;0;0;4665
0.518;0.25;0;0;3401
0.57;0.322;0;0;3183
0.17;0.088;0;0;4868
0.443;0.184;0;0;3199
4.926;2.13;0;0;4103
1.779;0.712;0;0;4977
0.26;0.16;0;0;4649
0.514;0.304;0;0;4649
0.425;0.248;0;0;3214
1.642;0.946;0;0;3214
0.171;0.102;0;0;4790
0.947;0.414;0;0;4088
6.587;2.306;0;0;4665
1.587;0.652;0;0;4977
0.36;0.164;0;0;4790
0.439;0.232;0;0;3214
0.354;0.15;0;0;3417
0.854;0.346;0;0;3230
0.401;0.176;0;0;3386
0.223;0.098;0;0;3261
0.101;0.064;0;0;3386
0.398;0.162;0;0;3230
0.238;0.11;0;0;4852
0.304;0.178;0;0;4852
0.369;0.224;0;0;4883
0.319;0.196;0;0;4805
1.195;0.464;0;0;4805
0.397;0.24;0;0;4649
0.422;0.254;0;0;4837
0.58;0.26;0;0;3292
0.139;0.088;0;0;4837
0.327;0.2;0;0;3167
0.141;0.082;0;0;4727
0.395;0.232;0;0;3245
0.569;0.25;0;0;4634
0.428;0.262;0;0;4993
0.738;0.274;0;0;3214
0.264;0.124;0;0;3199
0.161;0.102;0;0;4883
0.333;0.192;0;0;4790
0.248;0.158;0;0;4899
0.367;0.22;0;0;4759
1.778;0.792;0;0;3277
0.447;0.182;0;0;4961
0.229;0.146;0;0;4805
0.54;0.274;0;0;3386
0.502;0.282;0;0;4649
0.442;0.248;0;0;4868
0.784;0.294;0;0;4681
0.508;0.3;0;0;5008
1.708;0.964;0;0;4883
0.326;0.202;0;0;4915
0.239;0.15;0;0;4977
0.31;0.15;0;0;3277
5.201;2.106;0;0;4977
0.499;0.206;0;0;4103
0.604;0.36;0;0;4649
0.453;0.278;0;0;4837
0.375;0.222;0;0;4649
0.918;0.344;0;0;4993
0.24;0.15;0;0;4946
1.062;0.39;0;0;4696
1.515;0.574;0;0;4961
0.238;0.142;0;0;3214
0.018;0.02;0;0;3011
7.425;2.386;0;0;4665
1.611;0.68;0;0;4977
0.451;0.188;0;0;4681
0.437;0.264;0;0;4649
1.642;0.732;0;0;4961
0.309;0.184;0;0;5024
0.546;0.218;0;0;4915
0.45;0.206;0;0;3292
0.357;0.148;0;0;4915
0.381;0.176;0;0;3167
0.341;0.146;0;0;4103
0.465;0.258;0;0;4977
0.569;0.23;0;0;5008
0.167;0.134;0;0;3167
0.276;0.172;0;0;4852
1.609;0.732;0;0;4993
0.247;0.156;0;0;4634
0.463;0.274;0;0;4883
0.535;0.216;0;0;3230
0.193;0.088;0;0;4977
0.574;0.224;0;0;4805
0.57;0.242;0;0;5008
0.796;0.308;0;0;4665
0.448;0.268;0;0;3261
0.069;0.098;0;0;3011
5.542;2.366;0;0;4993
0.269;0.154;0;0;3292
0.166;0.102;0;0;4930
1.647;0.75;0;0;3214
0.15;0.09;0;0;4915
0.652;0.27;0;0;4649
0.53;0.306;0;0;4961
0.33;0.216;0;0;3183
0.157;0.088;0;0;4852
0.398;0.198;0;0;4883
0.406;0.234;0;0;4946
0.473;0.232;0;0;4946
0.294;0.176;0;0;4088
0.203;0.142;0;0;5679
0.403;0.244;0;0;4977
0.57;0.23;0;0;4837
0.376;0.23;0;0;4930
0.222;0.144;0;0;4665
0.442;0.248;0;0;4649
5.446;2.3;0;0;4103
0.926;0.378;0;0;4665
0.578;0.346;0;0;4852
0.578;0.346;0;0;4915
0.546;0.234;0;0;4915
0.374;0.2;0;0;3261
4.939;2.196;0;0;4805
4.939;2.196;0;0;4915
0.887;0.53;0;0;4915
0.513;0.248;0;0;4915
0.352;0.234;0;0;4899
0.353;0.196;0;0;4821
1.236;0.444;0;0;4649
0.455;0.27;0;0;4915
0.379;0.18;0;0;3183
0.128;0.07;0;0;4993
0.278;0.172;0;0;4727
0.447;0.27;0;0;4930
0.321;0.18;0;0;4681
0.488;0.29;0;0;4681
0.45;0.276;0;0;4899
0.341;0.202;0;0;4946
0.227;0.144;0;0;4759
0.363;0.218;0;0;4634
0.464;0.276;0;0;3230
0.217;0.094;0;0;5008
0.215;0.14;0;0;4696
0.462;0.278;0;0;4883
0.515;0.232;0;0;4088
0.748;0.44;0;0;4603
0.438;0.27;0;0;5008
0.628;0.23;0;0;4103
0.577;0.354;0;0;4665
1.504;0.684;0;0;4790
0.556;0.292;0;0;4649
0.455;0.274;0;0;4774
0.359;0.214;0;0;4665
0.529;0.286;0;0;4790
0.595;0.286;0;0;4837
0.308;0.19;0;0;4883
0.349;0.212;0;0;3261
0.114;0.058;0;0;4993
0.2;0.128;0;0;4852
0.385;0.228;0;0;4852
0.414;0.23;0;0;4961
0.271;0.16;0;0;4961
0.232;0.146;0;0;3245
0.082;0.046;0;0;4961
0.21;0.146;0;0;6350
0.168;0.124;0;0;3043
1.543;0.672;0;0;3199
0.137;0.084;0;0;5008
5.316;2.28;0;0;4649
0.475;0.276;0;0;4821
0.412;0.246;0;0;4915
0.499;0.218;0;0;4915
0.306;0.176;0;0;3277
0.106;0.08;0;0;3417
0.392;0.242;0;0;3277
7.195;2.244;0;0;4883
0.354;0.214;0;0;5008
0.421;0.198;0;0;4961
5.486;2.444;0;0;4681
1.614;0.712;0;0;4868
0.242;0.15;0;0;4915
0.294;0.182;0;0;4805
0.373;0.218;0;0;3214
0.704;0.302;0;0;4961
1.773;0.922;0;0;4961
0.65;0.27;0;0;4665
1.663;0.716;0;0;4743
1.61;0.704;0;0;4930
0.373;0.206;0;0;4993
1.707;0.942;0;0;4618
1.707;0.942;0;0;4852
0.445;0.27;0;0;4852
0.31;0.192;0;0;4852
0.545;0.23;0;0;4681
0.493;0.298;0;0;4915
0.324;0.194;0;0;4088
0.948;0.542;0;0;4899
0.301;0.182;0;0;3230
0.216;0.098;0;0;4930
0.267;0.164;0;0;4649
1.514;0.82;0;0;4993
0.396;0.232;0;0;4961
0.425;0.234;0;0;4883
0.382;0.234;0;0;4665
0.463;0.278;0;0;4977
0.323;0.156;0;0;3308
0.402;0.168;0;0;4852
0.431;0.216;0;0;3167
0.497;0.208;0;0;4852
1.649;0.732;0;0;4649
0.474;0.28;0;0;4649
0.491;0.304;0;0;4119
1.438;0.61;0;0;4665
0.489;0.296;0;0;4696
0.464;0.276;0;0;4961
0.297;0.178;0;0;4634
0.415;0.248;0;0;4868
0.38;0.232;0;0;3261
0.653;0.27;0;0;4103
0.211;0.15;0;0;6443
0.436;0.196;0;0;4634
0.502;0.3;0;0;4681
0.491;0.296;0;0;4103
1.604;0.666;0;0;4696
0.617;0.32;0;0;4603
0.492;0.298;0;0;4088
0.881;0.44;0;0;4805
5.331;2.434;0;0;3214
0.174;0.11;0;0;4852
1.636;0.742;0;0;4883
1.12;0.406;0;0;4727
0.563;0.29;0;0;4088
0.593;0.366;0;0;4821
0.284;0.176;0;0;3214
0.772;0.354;0;0;4899
0.316;0.182;0;0;4946
0.99;0.408;0;0;4649
0.561;0.324;0;0;4805
0.3;0.174;0;0;4899
0.314;0.18;0;0;3245
5.569;2.136;0;0;4837
0.364;0.224;0;0;4088
0.544;0.314;0;0;5024
5.495;2.484;0;0;4961
1.612;0.952;0;0;4993
1.273;0.51;0;0;4868
0.338;0.178;0;0;4868
0.605;0.25;0;0;3183
0.307;0.134;0;0;4837
1.303;0.482;0;0;3214
1.652;1.032;0;0;4837
0.374;0.23;0;0;5008
0.238;0.148;0;0;4712
0.476;0.274;0;0;3261
1.463;1.278;0;0;3011
5.343;2.318;0;0;4977
0.623;0.268;0;0;4743
1.313;0.488;0;0;4930
0.314;0.134;0;0;4946
0.524;0.226;0;0;4852
0.36;0.214;0;0;4805
0.346;0.21;0;0;4103
0.649;0.378;0;0;3261
4.978;2.122;0;0;4665
0.48;0.288;0;0;4852
0.314;0.192;0;0;4915
1.746;1.024;0;0;4634
1.746;1.024;0;0;4774
0.433;0.258;0;0;4774
1.513;0.596;0;0;4883
1.726;0.804;0;0;4930
0.56;0.23;0;0;4915
0.478;0.242;0;0;4915
0.329;0.156;0;0;3277
5.413;2.09;0;0;3230
0.21;0.106;0;0;4618
0.473;0.274;0;0;3245
0.119;0.072;0;0;3214
0.76;0.302;0;0;4852
0.33;0.198;0;0;4587
0.437;0.262;0;0;4977
1.694;0.832;0;0;4759
0.344;0.212;0;0;4088
1.34;0.484;0;0;3167
0.58;0.248;0;0;4696
0.441;0.266;0;0;4119
0.601;0.324;0;0;4977
0.239;0.15;0;0;4618
5.332;2.372;0;0;4993
1.066;0.398;0;0;4868
1.066;0.398;0;0;4681
0.42;0.218;0;0;4681
0.425;0.258;0;0;3199
0.21;0.102;0;0;4790
0.422;0.252;0;0;4883
0.397;0.172;0;0;4821
0.393;0.232;0;0;4915
0.442;0.204;0;0;4883
0.335;0.206;0;0;3261
1.743;1.256;0;0;4805
0.528;0.232;0;0;4946
0.278;0.174;0;0;4665
0.21;0.156;0;0;6131
0.453;0.28;0;0;4915
0.257;0.16;0;0;4727
0.612;0.286;0;0;4088
1.762;0.67;0;0;4977
1.197;0.448;0;0;4681
0.499;0.286;0;0;3230
1.672;0.976;0;0;4961
1.628;0.85;0;0;3277
0.496;0.224;0;0;4837
0.265;0.162;0;0;3277
0.187;0.09;0;0;4821
0.356;0.222;0;0;4634
1.179;0.426;0;0;4899
0.232;0.138;0;0;3245
0.324;0.458;0;0;3011
0.478;0.21;0;0;4993
0.211;0.106;0;0;4915
0.433;0.206;0;0;3245
0.241;0.116;0;0;4993
0.98;0.392;0;0;4930
0.319;0.188;0;0;3167
0.446;0.186;0;0;4868
0.394;0.23;0;0;4618
0.506;0.288;0;0;4961
0.545;0.216;0;0;4915
0.284;0.17;0;0;4946
0.268;0.166;0;0;4665
0.493;0.294;0;0;4103
0.761;0.304;0;0;3152
0.157;0.082;0;0;4696
1.286;0.732;0;0;4696
1.709;0.748;0;0;4649
0.504;0.292;0;0;3214
0.116;0.058;0;0;4961
0.433;0.21;0;0;3245
0.433;0.178;0;0;4805
0.381;0.226;0;0;3308
0.068;0.058;0;0;3323
0.474;0.234;0;0;4634
0.528;0.286;0;0;4681
1.758;0.8;0;0;4883
0.321;0.196;0;0;4868
0.378;0.216;0;0;4946
1.696;0.878;0;0;4915
0.323;0.192;0;0;3214
0.124;0.078;0;0;4961
0.314;0.184;0;0;4665
0.502;0.294;0;0;4852
5.112;2.394;0;0;4649
0.505;0.294;0;0;3386
0.243;0.104;0;0;4946
0.358;0.172;0;0;4852
0.596;0.232;0;0;5008
7.423;2.432;0;0;4977
0.463;0.224;0;0;3214
0.264;0.12;0;0;4915
0.306;0.184;0;0;3277
0.141;0.088;0;0;4930
0.247;0.154;0;0;4665
0.368;0.224;0;0;4899
0.33;0.204;0;0;4993
1.585;0.768;0;0;4930
0.263;0.146;0;0;3199
0.223;0.124;0;0;4930
0.558;0.228;0;0;4946
0.263;0.164;0;0;4930
1.335;0.554;0;0;4883
0.3;0.188;0;0;4868
0.36;0.224;0;0;4088
0.464;0.27;0;0;4930
0.303;0.18;0;0;3261
1.775;1.334;0;0;4103
0.811;0.388;0;0;4961
0.391;0.192;0;0;4883
0.47;0.28;0;0;3214
0.312;0.148;0;0;4103
5.395;2.42;0;0;3183
0.466;0.196;0;0;4915
0.306;0.184;0;0;4961
0.322;0.17;0;0;4868
0.258;0.162;0;0;3152
0;0;0;0;3011
5.882;2.452;0;0;4696
0.551;0.334;0;0;3261
0.235;0.108;0;0;4696
1.004;0.39;0;0;4961
0.228;0.136;0;0;4696
0.423;0.252;0;0;3386
6.118;2.824;0;0;4837
0.586;0.248;0;0;4883
0.431;0.206;0;0;3214
0.328;0.14;0;0;3308
0.365;0.15;0;0;4774
5.638;2.11;0;0;4634
1.644;0.7;0;0;4868
0.304;0.182;0;0;4072
0.478;0.284;0;0;4696
0.543;0.294;0;0;4868
0.358;0.216;0;0;4977
0.286;0.146;0;0;3199
5.011;2.188;0;0;4665
0.448;0.272;0;0;4634
5.669;2.386;0;0;4883
0.433;0.242;0;0;3183
0.09;0.058;0;0;5024
5.296;2.278;0;0;4899
0.644;0.268;0;0;4088
0.445;0.272;0;0;4961
0.445;0.272;0;0;5008
0.291;0.168;0;0;5008
0.455;0.202;0;0;3167
0.414;0.22;0;0;4993
0.227;0.146;0;0;4634
0.55;0.31;0;0;4899
0.377;0.198;0;0;3183
0.213;0.106;0;0;5008
0.375;0.178;0;0;3183
0.294;0.128;0;0;4946
0.284;0.172;0;0;4634
0.389;0.23;0;0;4837
0.367;0.222;0;0;4634
0.532;0.318;0;0;4103
0.628;0.38;0;0;3339
0.351;0.152;0;0;3261
0.561;0.238;0;0;4088
0.561;0.238;0;0;3417
0.029;0.042;0;0;3417
0.295;0.164;0;0;3230
1.773;1.456;0;0;4930
1.096;0.386;0;0;4899
1.118;0.474;0;0;4603
0.495;0.266;0;0;3292
0.48;0.2;0;0;4868
0.391;0.238;0;0;3261
5.205;2.184;0;0;4634
0.495;0.302;0;0;3261
0.247;0.106;0;0;4915
0.536;0.216;0;0;3214
0.676;0.286;0;0;4852
0.366;0.224;0;0;3214
0.136;0.084;0;0;4946
0.136;0.084;0;0;3386
0.38;0.186;0;0;3386
0.166;0.096;0;0;4961
0.319;0.194;0;0;3245
0.662;0.29;0;0;4649
0.459;0.28;0;0;3261
0.139;0.086;0;0;4696
0.49;0.294;0;0;4649
0.542;0.294;0;0;4649
0.53;0.29;0;0;4993
0.816;0.306;0;0;4915
0.433;0.198;0;0;4665
0.628;0.32;0;0;4088
1.607;0.674;0;0;4634
0.9;0.366;0;0;4665
5.547;2.438;0;0;3183
6.909;2.406;0;0;4899
0.35;0.202;0;0;3167
0.915;0.388;0;0;4103
0.461;0.276;0;0;3183
5.777;1.98;0;0;3261
0.611;0.314;0;0;4946
0.316;0.194;0;0;4634
0.874;0.348;0;0;4696
0.413;0.246;0;0;4915
0.328;0.2;0;0;3152
0.176;0.102;0;0;4930
0.287;0.176;0;0;3183
1.647;1.076;0;0;4103
0.717;0.426;0;0;3277
0;0;0;0;3011
7.407;2.472;0;0;4649
0.427;0.256;0;0;3277
0.234;0.128;0;0;4883
0.511;0.242;0;0;3230
0.423;0.188;0;0;4946
0.22;0.13;0;0;4634
0.547;0.318;0;0;4915
0.547;0.232;0;0;4681
0.541;0.312;0;0;4103
1.776;0.736;0;0;4899
0.397;0.238;0;0;4665
0.503;0.304;0;0;3167
1.676;0.998;0;0;4961
0.248;0.148;0;0;3261
5.075;2.198;0;0;4681
0.28;0.174;0;0;3245
0.147;0.072;0;0;4946
0.285;0.168;0;0;3261
0.128;0.076;0;0;4930
0.292;0.176;0;0;4961
0.394;0.16;0;0;4634
0.509;0.304;0;0;4821
0.313;0.184;0;0;4961
0.228;0.144;0;0;3167
0.206;0.104;0;0;3277
0.3;0.13;0;0;4665
0.45;0.276;0;0;4618
0.474;0.284;0;0;4946
0.273;0.17;0;0;4119
0.475;0.284;0;0;4649
0.497;0.29;0;0;4930
1.664;0.866;0;0;4634
1.505;0.64;0;0;4587
0.486;0.294;0;0;4696
0.834;0.328;0;0;4649
0.379;0.226;0;0;3245
0.233;0.108;0;0;4946
0.319;0.194;0;0;3277
0.356;0.17;0;0;4603
0.436;0.26;0;0;4119
1.682;0.662;0;0;4868
0.331;0.2;0;0;4774
1.266;0.45;0;0;4805
0.992;0.376;0;0;4665
0.539;0.32;0;0;4649
0.528;0.312;0;0;4759
0.786;0.308;0;0;4852
0.438;0.208;0;0;4665
0.482;0.276;0;0;4727
0.415;0.25;0;0;4103
0.591;0.364;0;0;4899
0.575;0.24;0;0;4665
0.455;0.216;0;0;4899
0.423;0.236;0;0;4072
0.678;0.394;0;0;4915
0.418;0.174;0;0;4681
0.562;0.312;0;0;4103
0.526;0.316;0;0;4727
0.531;0.314;0;0;4103
0.189;0.112;0;0;5882
0.479;0.298;0;0;4119
0.589;0.36;0;0;4634
0.428;0.256;0;0;4665
0.497;0.302;0;0;4103
0.418;0.256;0;0;4883
0.309;0.198;0;0;4665
0.341;0.204;0;0;4587
0.555;0.268;0;0;3183
0.343;0.144;0;0;4649
0.54;0.318;0;0;4665
0.643;0.312;0;0;4103
0.669;0.4;0;0;4696
0.465;0.278;0;0;4603
0.481;0.29;0;0;3245
0.353;0.15;0;0;4603
0.412;0.252;0;0;4915
0.319;0.204;0;0;4993
0.241;0.154;0;0;3261
5.627;2.49;0;0;4727
0.363;0.22;0;0;3261
0.181;0.088;0;0;4088
0.434;0.262;0;0;3230
0.367;0.152;0;0;4852
0.354;0.176;0;0;3214
0.243;0.114;0;0;4119
0.903;0.374;0;0;3277
0.473;0.204;0;0;4634
0.482;0.276;0;0;4103
0.451;0.268;0;0;4103
6.472;2.184;0;0;5008
0.432;0.186;0;0;4634
0.826;0.33;0;0;4556
0.508;0.294;0;0;4743
0.393;0.236;0;0;4103
0.698;0.406;0;0;4821
0.34;0.21;0;0;4665
0.491;0.28;0;0;3199
5.243;2.5;0;0;4618
0.674;0.296;0;0;4618
0.422;0.262;0;0;3199
1.589;1.15;0;0;4852
1.589;1.15;0;0;4727
0.219;0.138;0;0;4727
0.646;0.322;0;0;4681
0.526;0.284;0;0;4961
0.24;0.146;0;0;4088
1.657;0.652;0;0;4759
0.745;0.276;0;0;4712
0.435;0.262;0;0;3183
0.895;0.39;0;0;4681
0.468;0.282;0;0;4696
0.462;0.272;0;0;4805
0.312;0.186;0;0;4852
1.195;0.688;0;0;4649
0.701;0.278;0;0;3183
0.298;0.134;0;0;4696
0.486;0.288;0;0;4790
0.427;0.26;0;0;4977
1.391;0.606;0;0;3167
0.174;0.114;0;0;4696
0.508;0.24;0;0;4103
0.329;0.216;0;0;4915
0.206;0.13;0;0;3152
0.265;0.12;0;0;4946
5.576;2.382;0;0;4899
0.591;0.254;0;0;4852
1.709;0.82;0;0;3199
0.394;0.166;0;0;4587
0.572;0.294;0;0;4634
1.672;0.69;0;0;4805
0.448;0.268;0;0;3214
0.241;0.206;0;0;3011
1.287;0.584;0;0;4634
0.733;0.308;0;0;3277
4.913;2.198;0;0;5024
0.22;0.104;0;0;4743
0.35;0.214;0;0;4119
0.495;0.306;0;0;3277
6.342;2.924;0;0;3417
0.146;0.078;0;0;4712
0.473;0.274;0;0;4119
0.2;0.14;0;0;6256
0.463;0.272;0;0;5024
0.383;0.184;0;0;3230
0.119;0.076;0;0;4681
0.492;0.276;0;0;3199
4.92;2.216;0;0;4774
0.412;0.248;0;0;4603
0.55;0.336;0;0;4790
0.261;0.168;0;0;4930
1.361;0.56;0;0;4805
0.41;0.252;0;0;3183
1.708;1.022;0;0;4915
1.193;0.48;0;0;4649
0.475;0.282;0;0;4883
0.367;0.212;0;0;3136
0.106;0.066;0;0;4837
0.36;0.212;0;0;3230
0.258;0.108;0;0;3183
0.525;0.232;0;0;4119
0.506;0.3;0;0;4103
0.637;0.396;0;0;4946
0.262;0.146;0;0;4603
0.417;0.254;0;0;4587
0.488;0.282;0;0;4961
0.184;0.114;0;0;4618
1.644;0.71;0;0;4930
0.954;0.356;0;0;3214
0.482;0.206;0;0;4649
0.505;0.302;0;0;4915
0.459;0.282;0;0;4946
0.607;0.27;0;0;3261
4.912;2.248;0;0;4915
0.304;0.176;0;0;4946
0.304;0.184;0;0;4712
0.494;0.292;0;0;4805
1.726;0.922;0;0;4930
0.277;0.156;0;0;4649
0.534;0.332;0;0;5024
0.178;0.11;0;0;4899
0.344;0.172;0;0;4930
0.382;0.162;0;0;4696
0.287;0.168;0;0;4805
0.182;0.13;0;0;6303
0.879;0.388;0;0;4915
0.301;0.186;0;0;4665
0.638;0.268;0;0;3245
0.192;0.104;0;0;3183
0.568;0.23;0;0;4103
0.936;0.552;0;0;6381
0.358;0.212;0;0;4868
0.512;0.22;0;0;4852
0.26;0.162;0;0;4837
0.577;0.264;0;0;4681
0.474;0.28;0;0;4821
0.282;0.17;0;0;4103
0.583;0.35;0;0;4649
5.336;2.282;0;0;4665
0.655;0.292;0;0;4930
1.428;0.63;0;0;4727
0.404;0.242;0;0;4915
0.278;0.162;0;0;4103
0.48;0.28;0;0;5008
0.263;0.146;0;0;4743
0.452;0.268;0;0;4930
1.755;1.01;0;0;3214
0.163;0.086;0;0;4696
0.475;0.278;0;0;4759
0.617;0.284;0;0;4649
1.673;0.746;0;0;4883
0.272;0.166;0;0;4759
0.484;0.29;0;0;4899
1.029;0.394;0;0;4883
0.477;0.236;0;0;4805
0.394;0.242;0;0;4883
0.231;0.144;0;0;4899
0.393;0.21;0;0;3245
0.397;0.166;0;0;4930
0.709;0.256;0;0;4821
1.633;0.708;0;0;4899
0.374;0.228;0;0;4072
0.44;0.27;0;0;3214
0.106;0.064;0;0;4618
1.592;0.696;0;0;4649
0.605;0.332;0;0;4603
0.473;0.258;0;0;4072
1.574;0.612;0;0;4899
0.421;0.214;0;0;3261
0.51;0.21;0;0;4821
0.303;0.182;0;0;4837
0.325;0.198;0;0;4868
0.32;0.196;0;0;4618
0.537;0.288;0;0;4103
0.789;0.468;0;0;4977
1.147;0.666;0;0;4790
1.751;0.798;0;0;3183
0.156;0.08;0;0;4743
0.503;0.302;0;0;3261
0.071;0.05;0;0;4899
0.297;0.186;0;0;4681
0.518;0.286;0;0;4899
0.322;0.186;0;0;4883
0.199;0.122;0;0;4977
1.296;0.53;0;0;3199
1.296;0.14;0;0;4899
0.277;0.14;0;0;4899
0.612;0.268;0;0;3245
0.327;0.142;0;0;4930
0.34;0.21;0;0;4883
0.973;0.336;0;0;4119
0.608;0.3;0;0;5008
0.369;0.154;0;0;4618
0.489;0.288;0;0;4930
0.672;0.26;0;0;4135
0.317;0.158;0;0;4681
0.468;0.284;0;0;4649
1.695;0.748;0;0;3230
0.111;0.064;0;0;4618
0.409;0.252;0;0;4712
0.481;0.284;0;0;4119
0.51;0.302;0;0;4665
1.043;0.41;0;0;4681
0.426;0.266;0;0;4649
0.493;0.284;0;0;4103
0.207;0.132;0;0;4759
1.557;1.354;0;0;3027
0.69;0.278;0;0;4915
0.652;0.248;0;0;4868
0.341;0.2;0;0;4899
0.412;0.228;0;0;4649
0.42;0.26;0;0;4946
1.34;0.612;0;0;4868
0.272;0.166;0;0;4727
0.474;0.292;0;0;4103
0.485;0.29;0;0;4961
0.207;0.132;0;0;3245
0.681;0.278;0;0;4119
0.175;0.116;0;0;3058
5.113;2.296;0;0;4852
0.771;0.3;0;0;4681
0.495;0.294;0;0;4852
0.414;0.242;0;0;4665
0.45;0.278;0;0;4868
1.653;0.844;0;0;4743
0.348;0.214;0;0;4603
0.503;0.298;0;0;4634
0.459;0.272;0;0;4649
0.474;0.294;0;0;3167
0.545;0.218;0;0;4649
0.641;0.288;0;0;3199
0.314;0.144;0;0;4883
1.621;0.784;0;0;4681
1.709;0.956;0;0;3245
0.266;0.134;0;0;4649
0.392;0.238;0;0;4618
0.416;0.254;0;0;4930
0.385;0.17;0;0;4946
0.431;0.176;0;0;3245
0.416;0.182;0;0;4915
0.388;0.178;0;0;3230
0.193;0.096;0;0;4681
0.176;0.126;0;0;6631
0.474;0.238;0;0;3245
0.294;0.15;0;0;5024
0.267;0.116;0;0;4696
0.4;0.24;0;0;4634
5.53;2.374;0;0;4883
0.497;0.24;0;0;3230
0.467;0.194;0;0;4868
0.707;0.296;0;0;4634
0.492;0.296;0;0;4743
5.519;2.432;0;0;3277
1.511;0.91;0;0;4649
0.533;0.278;0;0;3167
0.274;0.128;0;0;4899
0.274;0.128;0;0;3261
0.224;0.14;0;0;3261
0.237;0.112;0;0;4743
0.47;0.282;0;0;4103
0.539;0.324;0;0;4915
0.174;0.108;0;0;4649
0.455;0.276;0;0;4883
0.294;0.182;0;0;3183
1.707;1.054;0;0;4618
0.484;0.292;0;0;3245
0.376;0.158;0;0;4119
0.209;0.15;0;0;6085
1.755;0.96;0;0;4946
0.39;0.166;0;0;3214
0.188;0.114;0;0;3245
0.471;0.194;0;0;4883
0.245;0.154;0;0;4759
0.374;0.214;0;0;3261
0.332;0.14;0;0;4899
0.321;0.188;0;0;4915
0.302;0.166;0;0;4603
0.427;0.258;0;0;4915
0.18;0.102;0;0;4883
0.472;0.2;0;0;3308
6.054;2.668;0;0;4088
0.937;0.538;0;0;4743
0.425;0.21;0;0;4649
0.502;0.3;0;0;4961
0.672;0.264;0;0;3277
6.262;2.784;0;0;3214
5.022;2.162;0;0;4119
5.022;2.162;0;0;4634
0.564;0.336;0;0;4634
0.403;0.24;0;0;4883
0.256;0.154;0;0;3230
0.57;0.57;0;0;3011
0.38;0.176;0;0;4915
0.349;0.21;0;0;4743
0.494;0.3;0;0;4634
6.081;2.508;0;0;3261
1.756;1.27;0;0;4665
0.427;0.264;0;0;3355
0.211;0.114;0;0;5055
0.449;0.192;0;0;4727
0.485;0.208;0;0;3245
0.32;0.138;0;0;3199
0.492;0.214;0;0;3245
0.351;0.144;0;0;3167
0.227;0.108;0;0;4103
0.217;0.148;0;0;6022
0.599;0.322;0;0;4852
0.396;0.228;0;0;4634
0.528;0.308;0;0;4665
0.434;0.256;0;0;4696
0.284;0.174;0;0;4868
0.343;0.214;0;0;3183
0.181;0.096;0;0;4649
0.41;0.248;0;0;4696
0.257;0.166;0;0;4961
1.381;0.598;0;0;4868
1.649;0.77;0;0;4696
0.457;0.276;0;0;4899
0.2;0.128;0;0;4899
0.251;0.156;0;0;4696
0.822;0.346;0;0;4712
0.417;0.254;0;0;5039
0.319;0.184;0;0;4603
0.547;0.322;0;0;4696
0.37;0.23;0;0;4961
1.772;0.992;0;0;4899
0.664;0.254;0;0;4665
0.442;0.266;0;0;4649
0.284;0.16;0;0;4634
0.527;0.324;0;0;4634
0.516;0.312;0;0;3261
0.739;0.742;0;0;3027
0.398;0.184;0;0;4634
0.503;0.302;0;0;4837
0.499;0.232;0;0;3339
0.61;0.292;0;0;4852
1.752;1.076;0;0;4743
0.429;0.258;0;0;4899
0.459;0.214;0;0;4103
0.621;0.35;0;0;4868
0.369;0.228;0;0;4852
0.392;0.246;0;0;4119
1.712;0.688;0;0;3261
0.218;0.122;0;0;4899
0.325;0.19;0;0;4603
0.495;0.316;0;0;4103
0.594;0.354;0;0;4665
1.067;0.39;0;0;4634
0.412;0.254;0;0;3167
0.273;0.114;0;0;5008
0.233;0.148;0;0;4743
0.546;0.22;0;0;4634
0.497;0.306;0;0;4634
0.507;0.292;0;0;4681
0.406;0.25;0;0;4665
